date,time_slot,flow_id,source_node,source_asset_id,target_node,target_asset_id,flow_kwh,flow_type,notes
2026-05-06,00:30,F2026050600300059,發電端,G5,合約數量,,0.215,generation_contract,G5 0.601kWh 時段占比
2026-05-06,00:30,F2026050600300060,發電端,G1,儲能,,0.103,generation_storage,G1 1.288kWh 時段占比
2026-05-06,00:30,F2026050600300061,發電端,G2,儲能,,0.075,generation_storage,G2 0.944kWh 時段占比
2026-05-06,00:30,F2026050600300062,發電端,G3,儲能,,0.062,generation_storage,G3 0.773kWh 時段占比
2026-05-06,00:30,F2026050600300063,發電端,G4,儲能,,0.055,generation_storage,G4 0.687kWh 時段占比
2026-05-06,00:30,F2026050600300064,發電端,G5,儲能,,0.048,generation_storage,G5 0.601kWh 時段占比
2026-05-06,00:30,F2026050600300065,發電端,G1,餘電,,0.792,generation_surplus,G1 1.288kWh 時段占比
2026-05-06,00:30,F2026050600300066,發電端,G2,餘電,,0.581,generation_surplus,G2 0.944kWh 時段占比
2026-05-06,00:30,F2026050600300067,發電端,G3,餘電,,0.475,generation_surplus,G3 0.773kWh 時段占比
2026-05-06,00:30,F2026050600300068,發電端,G4,餘電,,0.422,generation_surplus,G4 0.687kWh 時段占比
2026-05-06,00:30,F2026050600300069,發電端,G5,餘電,,0.37,generation_surplus,G5 0.601kWh 時段占比
2026-05-06,00:30,F2026050600300070,儲能餘額,,儲能,,0.72,balance_storage,節點彙總流量
2026-05-06,00:30,F2026050600300071,合約數量,,用電端,L1,0.429,contract_load,L1 負載 3.553kWh 時段占比
2026-05-06,00:30,F2026050600300072,合約數量,,用電端,L2,0.368,contract_load,L2 負載 3.046kWh 時段占比
2026-05-06,00:30,F2026050600300073,合約數量,,用電端,L3,0.307,contract_load,L3 負載 2.538kWh 時段占比
2026-05-06,00:30,F2026050600300074,合約數量,,用電端,L4,0.245,contract_load,L4 負載 2.03kWh 時段占比
2026-05-06,00:30,F2026050600300075,合約數量,,用電端,L5,0.184,contract_load,L5 負載 1.523kWh 時段占比
2026-05-06,00:30,F2026050600300076,用電端,,成功匹配量,L1,0.303,load_success,L1 負載 3.553kWh 時段占比
2026-05-06,00:30,F2026050600300077,用電端,,成功匹配量,L2,0.26,load_success,L2 負載 3.046kWh 時段占比
2026-05-06,00:30,F2026050600300078,用電端,,成功匹配量,L3,0.216,load_success,L3 負載 2.538kWh 時段占比
2026-05-06,00:30,F2026050600300079,用電端,,成功匹配量,L4,0.173,load_success,L4 負載 2.03kWh 時段占比
2026-05-06,00:30,F2026050600300080,用電端,,成功匹配量,L5,0.13,load_success,L5 負載 1.523kWh 時段占比
2026-05-06,00:30,F2026050600300081,用電端,,餘電,,11.608,load_surplus,節點彙總流量
2026-05-06,00:45,F2026050600450082,發電端,G1,合約數量,,0.334,generation_contract,G1 0.935kWh 時段占比
2026-05-06,00:45,F2026050600450083,發電端,G2,合約數量,,0.245,generation_contract,G2 0.686kWh 時段占比
2026-05-06,00:45,F2026050600450084,發電端,G3,合約數量,,0.2,generation_contract,G3 0.561kWh 時段占比
2026-05-06,00:45,F2026050600450085,發電端,G4,合約數量,,0.178,generation_contract,G4 0.499kWh 時段占比
2026-05-06,00:45,F2026050600450086,發電端,G5,合約數量,,0.156,generation_contract,G5 0.435kWh 時段占比
2026-05-06,00:45,F2026050600450087,發電端,G1,儲能,,0.075,generation_storage,G1 0.935kWh 時段占比
2026-05-06,00:45,F2026050600450088,發電端,G2,儲能,,0.055,generation_storage,G2 0.686kWh 時段占比
2026-05-06,00:45,F2026050600450089,發電端,G3,儲能,,0.045,generation_storage,G3 0.561kWh 時段占比
2026-05-06,00:45,F2026050600450090,發電端,G4,儲能,,0.04,generation_storage,G4 0.499kWh 時段占比
2026-05-06,00:45,F2026050600450091,發電端,G5,儲能,,0.034,generation_storage,G5 0.435kWh 時段占比
2026-05-06,00:45,F2026050600450092,發電端,G1,餘電,,0.575,generation_surplus,G1 0.935kWh 時段占比
2026-05-06,00:45,F2026050600450093,發電端,G2,餘電,,0.422,generation_surplus,G2 0.686kWh 時段占比
2026-05-06,00:45,F2026050600450094,發電端,G3,餘電,,0.345,generation_surplus,G3 0.561kWh 時段占比
2026-05-06,00:45,F2026050600450095,發電端,G4,餘電,,0.307,generation_surplus,G4 0.499kWh 時段占比
2026-05-06,00:45,F2026050600450096,發電端,G5,餘電,,0.267,generation_surplus,G5 0.435kWh 時段占比
2026-05-06,00:45,F2026050600450097,儲能餘額,,儲能,,0.72,balance_storage,節點彙總流量
2026-05-06,00:45,F2026050600450098,合約數量,,用電端,L1,0.312,contract_load,L1 負載 2.579kWh 時段占比
2026-05-06,00:45,F2026050600450099,合約數量,,用電端,L2,0.267,contract_load,L2 負載 2.211kWh 時段占比
2026-05-06,00:45,F2026050600450100,合約數量,,用電端,L3,0.223,contract_load,L3 負載 1.842kWh 時段占比
2026-05-06,00:45,F2026050600450101,合約數量,,用電端,L4,0.178,contract_load,L4 負載 1.474kWh 時段占比
2026-05-06,00:45,F2026050600450102,合約數量,,用電端,L5,0.133,contract_load,L5 負載 1.106kWh 時段占比
2026-05-06,00:45,F2026050600450103,用電端,,成功匹配量,L1,0.22,load_success,L1 負載 2.579kWh 時段占比
2026-05-06,00:45,F2026050600450104,用電端,,成功匹配量,L2,0.189,load_success,L2 負載 2.211kWh 時段占比
2026-05-06,00:45,F2026050600450105,用電端,,成功匹配量,L3,0.157,load_success,L3 負載 1.842kWh 時段占比
2026-05-06,00:45,F2026050600450106,用電端,,成功匹配量,L4,0.126,load_success,L4 負載 1.474kWh 時段占比
2026-05-06,00:45,F2026050600450107,用電端,,成功匹配量,L5,0.094,load_success,L5 負載 1.106kWh 時段占比
2026-05-06,00:45,F2026050600450108,用電端,,餘電,,8.426,load_surplus,節點彙總流量
2026-05-06,01:00,F2026050601000109,發電端,G1,合約數量,,0.474,generation_contract,G1 1.328kWh 時段占比
2026-05-06,01:00,F2026050601000110,發電端,G2,合約數量,,0.348,generation_contract,G2 0.974kWh 時段占比
2026-05-06,01:00,F2026050601000111,發電端,G3,合約數量,,0.285,generation_contract,G3 0.797kWh 時段占比
2026-05-06,01:00,F2026050601000112,發電端,G4,合約數量,,0.253,generation_contract,G4 0.708kWh 時段占比
2026-05-06,01:00,F2026050601000113,發電端,G5,合約數量,,0.221,generation_contract,G5 0.621kWh 時段占比
2026-05-06,01:00,F2026050601000114,發電端,G1,儲能,,0.106,generation_storage,G1 1.328kWh 時段占比
2026-05-06,01:00,F2026050601000115,發電端,G2,儲能,,0.078,generation_storage,G2 0.974kWh 時段占比
2026-05-06,01:00,F2026050601000116,發電端,G3,儲能,,0.064,generation_storage,G3 0.797kWh 時段占比
2026-05-06,01:00,F2026050601000117,發電端,G4,儲能,,0.057,generation_storage,G4 0.708kWh 時段占比
2026-05-06,01:00,F2026050601000118,發電端,G5,儲能,,0.049,generation_storage,G5 0.621kWh 時段占比
2026-05-06,01:00,F2026050601000119,發電端,G1,餘電,,0.817,generation_surplus,G1 1.328kWh 時段占比
2026-05-06,01:00,F2026050601000120,發電端,G2,餘電,,0.599,generation_surplus,G2 0.974kWh 時段占比
2026-05-06,01:00,F2026050601000121,發電端,G3,餘電,,0.49,generation_surplus,G3 0.797kWh 時段占比
2026-05-06,01:00,F2026050601000122,發電端,G4,餘電,,0.436,generation_surplus,G4 0.708kWh 時段占比
2026-05-06,01:00,F2026050601000123,發電端,G5,餘電,,0.381,generation_surplus,G5 0.621kWh 時段占比
2026-05-06,01:00,F2026050601000124,儲能餘額,,儲能,,0.72,balance_storage,節點彙總流量
2026-05-06,01:00,F2026050601000125,合約數量,,用電端,L1,0.443,contract_load,L1 負載 3.394kWh 時段占比
2026-05-06,01:00,F2026050601000126,合約數量,,用電端,L2,0.379,contract_load,L2 負載 2.91kWh 時段占比
2026-05-06,01:00,F2026050601000127,合約數量,,用電端,L3,0.316,contract_load,L3 負載 2.425kWh 時段占比
2026-05-06,01:00,F2026050601000128,合約數量,,用電端,L4,0.253,contract_load,L4 負載 1.94kWh 時段占比
2026-05-06,01:00,F2026050601000129,合約數量,,用電端,L5,0.19,contract_load,L5 負載 1.454kWh 時段占比
2026-05-06,01:00,F2026050601000130,用電端,,成功匹配量,L1,0.312,load_success,L1 負載 3.394kWh 時段占比
2026-05-06,01:00,F2026050601000131,用電端,,成功匹配量,L2,0.268,load_success,L2 負載 2.91kWh 時段占比
2026-05-06,01:00,F2026050601000132,用電端,,成功匹配量,L3,0.223,load_success,L3 負載 2.425kWh 時段占比
2026-05-06,01:00,F2026050601000133,用電端,,成功匹配量,L4,0.179,load_success,L4 負載 1.94kWh 時段占比
2026-05-06,01:00,F2026050601000134,用電端,,成功匹配量,L5,0.134,load_success,L5 負載 1.454kWh 時段占比
2026-05-06,01:00,F2026050601000135,用電端,,餘電,,11.007,load_surplus,節點彙總流量
2026-05-06,01:15,F2026050601150136,發電端,G1,合約數量,,0.474,generation_contract,G1 1.328kWh 時段占比
2026-05-06,01:15,F2026050601150137,發電端,G2,合約數量,,0.348,generation_contract,G2 0.974kWh 時段占比
2026-05-06,01:15,F2026050601150138,發電端,G3,合約數量,,0.285,generation_contract,G3 0.797kWh 時段占比
2026-05-06,01:15,F2026050601150139,發電端,G4,合約數量,,0.253,generation_contract,G4 0.708kWh 時段占比
2026-05-06,01:15,F2026050601150140,發電端,G5,合約數量,,0.221,generation_contract,G5 0.621kWh 時段占比
2026-05-06,01:15,F2026050601150141,發電端,G1,儲能,,0.106,generation_storage,G1 1.328kWh 時段占比
2026-05-06,01:15,F2026050601150142,發電端,G2,儲能,,0.078,generation_storage,G2 0.974kWh 時段占比
2026-05-06,01:15,F2026050601150143,發電端,G3,儲能,,0.064,generation_storage,G3 0.797kWh 時段占比
2026-05-06,01:15,F2026050601150144,發電端,G4,儲能,,0.057,generation_storage,G4 0.708kWh 時段占比
2026-05-06,01:15,F2026050601150145,發電端,G5,儲能,,0.049,generation_storage,G5 0.621kWh 時段占比
2026-05-06,01:15,F2026050601150146,發電端,G1,餘電,,0.817,generation_surplus,G1 1.328kWh 時段占比
2026-05-06,01:15,F2026050601150147,發電端,G2,餘電,,0.599,generation_surplus,G2 0.974kWh 時段占比
2026-05-06,01:15,F2026050601150148,發電端,G3,餘電,,0.49,generation_surplus,G3 0.797kWh 時段占比
2026-05-06,01:15,F2026050601150149,發電端,G4,餘電,,0.436,generation_surplus,G4 0.708kWh 時段占比
2026-05-06,01:15,F2026050601150150,發電端,G5,餘電,,0.381,generation_surplus,G5 0.621kWh 時段占比
2026-05-06,01:15,F2026050601150151,儲能餘額,,儲能,,0.72,balance_storage,節點彙總流量
2026-05-06,01:15,F2026050601150152,合約數量,,用電端,L1,0.443,contract_load,L1 負載 3.394kWh 時段占比
2026-05-06,01:15,F2026050601150153,合約數量,,用電端,L2,0.379,contract_load,L2 負載 2.91kWh 時段占比
2026-05-06,01:15,F2026050601150154,合約數量,,用電端,L3,0.316,contract_load,L3 負載 2.425kWh 時段占比
2026-05-06,01:15,F2026050601150155,合約數量,,用電端,L4,0.253,contract_load,L4 負載 1.94kWh 時段占比
2026-05-06,01:15,F2026050601150156,合約數量,,用電端,L5,0.19,contract_load,L5 負載 1.454kWh 時段占比
2026-05-06,01:15,F2026050601150157,用電端,,成功匹配量,L1,0.312,load_success,L1 負載 3.394kWh 時段占比
2026-05-06,01:15,F2026050601150158,用電端,,成功匹配量,L2,0.268,load_success,L2 負載 2.91kWh 時段占比
2026-05-06,01:15,F2026050601150159,用電端,,成功匹配量,L3,0.223,load_success,L3 負載 2.425kWh 時段占比
2026-05-06,01:15,F2026050601150160,用電端,,成功匹配量,L4,0.179,load_success,L4 負載 1.94kWh 時段占比
2026-05-06,01:15,F2026050601150161,用電端,,成功匹配量,L5,0.134,load_success,L5 負載 1.454kWh 時段占比
2026-05-06,01:15,F2026050601150162,用電端,,餘電,,11.007,load_surplus,節點彙總流量
2026-05-06,01:30,F2026050601300163,發電端,G1,合約數量,,0.492,generation_contract,G1 1.378kWh 時段占比
2026-05-06,01:30,F2026050601300164,發電端,G2,合約數量,,0.361,generation_contract,G2 1.01kWh 時段占比
2026-05-06,01:30,F2026050601300165,發電端,G3,合約數量,,0.295,generation_contract,G3 0.827kWh 時段占比
2026-05-06,01:30,F2026050601300166,發電端,G4,合約數量,,0.262,generation_contract,G4 0.735kWh 時段占比
2026-05-06,01:30,F2026050601300167,發電端,G5,合約數量,,0.229,generation_contract,G5 0.642kWh 時段占比
2026-05-06,01:30,F2026050601300168,發電端,G1,儲能,,0.11,generation_storage,G1 1.378kWh 時段占比
2026-05-06,01:30,F2026050601300169,發電端,G2,儲能,,0.081,generation_storage,G2 1.01kWh 時段占比
2026-05-06,01:30,F2026050601300170,發電端,G3,儲能,,0.066,generation_storage,G3 0.827kWh 時段占比
2026-05-06,01:30,F2026050601300171,發電端,G4,儲能,,0.059,generation_storage,G4 0.735kWh 時段占比
2026-05-06,01:30,F2026050601300172,發電端,G5,儲能,,0.051,generation_storage,G5 0.642kWh 時段占比
2026-05-06,01:30,F2026050601300173,發電端,G1,餘電,,0.848,generation_surplus,G1 1.378kWh 時段占比
2026-05-06,01:30,F2026050601300174,發電端,G2,餘電,,0.622,generation_surplus,G2 1.01kWh 時段占比
2026-05-06,01:30,F2026050601300175,發電端,G3,餘電,,0.509,generation_surplus,G3 0.827kWh 時段占比
2026-05-06,01:30,F2026050601300176,發電端,G4,餘電,,0.452,generation_surplus,G4 0.735kWh 時段占比
2026-05-06,01:30,F2026050601300177,發電端,G5,餘電,,0.394,generation_surplus,G5 0.642kWh 時段占比
2026-05-06,01:30,F2026050601300178,儲能餘額,,儲能,,0.72,balance_storage,節點彙總流量
2026-05-06,01:30,F2026050601300179,合約數量,,用電端,L1,0.459,contract_load,L1 負載 3.52kWh 時段占比
2026-05-06,01:30,F2026050601300180,合約數量,,用電端,L2,0.393,contract_load,L2 負載 3.017kWh 時段占比
2026-05-06,01:30,F2026050601300181,合約數量,,用電端,L3,0.328,contract_load,L3 負載 2.514kWh 時段占比
2026-05-06,01:30,F2026050601300182,合約數量,,用電端,L4,0.262,contract_load,L4 負載 2.012kWh 時段占比
2026-05-06,01:30,F2026050601300183,合約數量,,用電端,L5,0.197,contract_load,L5 負載 1.509kWh 時段占比
2026-05-06,01:30,F2026050601300184,用電端,,成功匹配量,L1,0.324,load_success,L1 負載 3.52kWh 時段占比
2026-05-06,01:30,F2026050601300185,用電端,,成功匹配量,L2,0.278,load_success,L2 負載 3.017kWh 時段占比
2026-05-06,01:30,F2026050601300186,用電端,,成功匹配量,L3,0.231,load_success,L3 負載 2.514kWh 時段占比
2026-05-06,01:30,F2026050601300187,用電端,,成功匹配量,L4,0.185,load_success,L4 負載 2.012kWh 時段占比
2026-05-06,01:30,F2026050601300188,用電端,,成功匹配量,L5,0.139,load_success,L5 負載 1.509kWh 時段占比
2026-05-06,01:30,F2026050601300189,用電端,,餘電,,11.415,load_surplus,節點彙總流量
2026-05-06,01:45,F2026050601450190,發電端,G1,合約數量,,0.316,generation_contract,G1 0.886kWh 時段占比
2026-05-06,01:45,F2026050601450191,發電端,G2,合約數量,,0.232,generation_contract,G2 0.649kWh 時段占比
2026-05-06,01:45,F2026050601450192,發電端,G3,合約數量,,0.19,generation_contract,G3 0.531kWh 時段占比
2026-05-06,01:45,F2026050601450193,發電端,G4,合約數量,,0.169,generation_contract,G4 0.472kWh 時段占比
2026-05-06,01:45,F2026050601450194,發電端,G5,合約數量,,0.147,generation_contract,G5 0.414kWh 時段占比
2026-05-06,01:45,F2026050601450195,發電端,G1,儲能,,0.071,generation_storage,G1 0.886kWh 時段占比
2026-05-06,01:45,F2026050601450196,發電端,G2,儲能,,0.052,generation_storage,G2 0.649kWh 時段占比
2026-05-06,01:45,F2026050601450197,發電端,G3,儲能,,0.042,generation_storage,G3 0.531kWh 時段占比
2026-05-06,01:45,F2026050601450198,發電端,G4,儲能,,0.038,generation_storage,G4 0.472kWh 時段占比
2026-05-06,01:45,F2026050601450199,發電端,G5,儲能,,0.033,generation_storage,G5 0.414kWh 時段占比
2026-05-06,01:45,F2026050601450200,發電端,G1,餘電,,0.544,generation_surplus,G1 0.886kWh 時段占比
2026-05-06,01:45,F2026050601450201,發電端,G2,餘電,,0.399,generation_surplus,G2 0.649kWh 時段占比
2026-05-06,01:45,F2026050601450202,發電端,G3,餘電,,0.327,generation_surplus,G3 0.531kWh 時段占比
2026-05-06,01:45,F2026050601450203,發電端,G4,餘電,,0.29,generation_surplus,G4 0.472kWh 時段占比
2026-05-06,01:45,F2026050601450204,發電端,G5,餘電,,0.255,generation_surplus,G5 0.414kWh 時段占比
2026-05-06,01:45,F2026050601450205,儲能餘額,,儲能,,0.72,balance_storage,節點彙總流量
2026-05-06,01:45,F2026050601450206,合約數量,,用電端,L1,0.295,contract_load,L1 負載 2.263kWh 時段占比
2026-05-06,01:45,F2026050601450207,合約數量,,用電端,L2,0.253,contract_load,L2 負載 1.94kWh 時段占比
2026-05-06,01:45,F2026050601450208,合約數量,,用電端,L3,0.211,contract_load,L3 負載 1.616kWh 時段占比
2026-05-06,01:45,F2026050601450209,合約數量,,用電端,L4,0.169,contract_load,L4 負載 1.293kWh 時段占比
2026-05-06,01:45,F2026050601450210,合約數量,,用電端,L5,0.126,contract_load,L5 負載 0.97kWh 時段占比
2026-05-06,01:45,F2026050601450211,用電端,,成功匹配量,L1,0.208,load_success,L1 負載 2.263kWh 時段占比
2026-05-06,01:45,F2026050601450212,用電端,,成功匹配量,L2,0.179,load_success,L2 負載 1.94kWh 時段占比
2026-05-06,01:45,F2026050601450213,用電端,,成功匹配量,L3,0.149,load_success,L3 負載 1.616kWh 時段占比
2026-05-06,01:45,F2026050601450214,用電端,,成功匹配量,L4,0.119,load_success,L4 負載 1.293kWh 時段占比
2026-05-06,01:45,F2026050601450215,用電端,,成功匹配量,L5,0.089,load_success,L5 負載 0.97kWh 時段占比
2026-05-06,01:45,F2026050601450216,用電端,,餘電,,7.338,load_surplus,節點彙總流量
2026-05-06,02:00,F2026050602000217,發電端,G1,合約數量,,0.468,generation_contract,G1 1.31kWh 時段占比
2026-05-06,02:00,F2026050602000218,發電端,G2,合約數量,,0.343,generation_contract,G2 0.961kWh 時段占比
2026-05-06,02:00,F2026050602000219,發電端,G3,合約數量,,0.281,generation_contract,G3 0.786kWh 時段占比
2026-05-06,02:00,F2026050602000220,發電端,G4,合約數量,,0.25,generation_contract,G4 0.699kWh 時段占比
2026-05-06,02:00,F2026050602000221,發電端,G5,合約數量,,0.218,generation_contract,G5 0.612kWh 時段占比
2026-05-06,02:00,F2026050602000222,發電端,G1,儲能,,0.105,generation_storage,G1 1.31kWh 時段占比
2026-05-06,02:00,F2026050602000223,發電端,G2,儲能,,0.077,generation_storage,G2 0.961kWh 時段占比
2026-05-06,02:00,F2026050602000224,發電端,G3,儲能,,0.063,generation_storage,G3 0.786kWh 時段占比
2026-05-06,02:00,F2026050602000225,發電端,G4,儲能,,0.056,generation_storage,G4 0.699kWh 時段占比
2026-05-06,02:00,F2026050602000226,發電端,G5,儲能,,0.048,generation_storage,G5 0.612kWh 時段占比
2026-05-06,02:00,F2026050602000227,發電端,G1,餘電,,0.806,generation_surplus,G1 1.31kWh 時段占比
2026-05-06,02:00,F2026050602000228,發電端,G2,餘電,,0.591,generation_surplus,G2 0.961kWh 時段占比
2026-05-06,02:00,F2026050602000229,發電端,G3,餘電,,0.483,generation_surplus,G3 0.786kWh 時段占比
2026-05-06,02:00,F2026050602000230,發電端,G4,餘電,,0.43,generation_surplus,G4 0.699kWh 時段占比
2026-05-06,02:00,F2026050602000231,發電端,G5,餘電,,0.376,generation_surplus,G5 0.612kWh 時段占比
2026-05-06,02:00,F2026050602000232,儲能餘額,,儲能,,0.72,balance_storage,節點彙總流量
2026-05-06,02:00,F2026050602000233,合約數量,,用電端,L1,0.437,contract_load,L1 負載 3.24kWh 時段占比
2026-05-06,02:00,F2026050602000234,合約數量,,用電端,L2,0.374,contract_load,L2 負載 2.777kWh 時段占比
2026-05-06,02:00,F2026050602000235,合約數量,,用電端,L3,0.312,contract_load,L3 負載 2.314kWh 時段占比
2026-05-06,02:00,F2026050602000236,合約數量,,用電端,L4,0.25,contract_load,L4 負載 1.851kWh 時段占比
2026-05-06,02:00,F2026050602000237,合約數量,,用電端,L5,0.187,contract_load,L5 負載 1.388kWh 時段占比
2026-05-06,02:00,F2026050602000238,用電端,,成功匹配量,L1,0.308,load_success,L1 負載 3.24kWh 時段占比
2026-05-06,02:00,F2026050602000239,用電端,,成功匹配量,L2,0.264,load_success,L2 負載 2.777kWh 時段占比
2026-05-06,02:00,F2026050602000240,用電端,,成功匹配量,L3,0.22,load_success,L3 負載 2.314kWh 時段占比
2026-05-06,02:00,F2026050602000241,用電端,,成功匹配量,L4,0.176,load_success,L4 負載 1.851kWh 時段占比
2026-05-06,02:00,F2026050602000242,用電端,,成功匹配量,L5,0.133,load_success,L5 負載 1.388kWh 時段占比
2026-05-06,02:00,F2026050602000243,用電端,,餘電,,10.469,load_surplus,節點彙總流量
